Review,Hasil Perbandingan
"['kesini', 'pa', 'buka', 'langsung', 'rame', 'tempatnya', 'gila', 'keren', 'banget', 'emang', 'nyaman', 'gitu', 'tempatnya', 'pelayannya', 'makanannya', 'kopinya', 'debestt']",Positive
"['kualitas', 'mantap', 'pelayanan', 'ramah', 'cepat']",Positive
"['martabak', 'sultanrasa', 'sesuai', 'harga']",Neutral
"['membeli', 'oleholeh', 'lembang', 'susunya', 'lembut', 'banget', 'benerbemer', 'recomended', 'lahh', 'susu', 'rumah', 'sosis', 'permen', 'susu', 'yogurt', 'kripik']",Positive
"['juara', 'banget', 'makanan', 'minumannya', 'cobain', 'lontong', 'cap', 'gomeh', 'recommended', 'banget', 'santannya', 'ringan', 'trus', 'minum', 'dried', 'plum', 'jeruk', 'nipisss', 'lekeerrr', 'suka', 'asam', 'kiambo']",Positive
"['tempatnya', 'bagus', 'bersih', 'nyaman', 'beli', 'recommended', 'banget', 'parkir', 'mobil', 'mobil', 'pribadi', 'harga', 'susu', 'mentahnya', 'kotak', 'rp']",Positive
"['enak', 'buwat', 'nongkrong', 'sayang', 'masakannya', 'dingin', 'terkesan', 'masak', 'dlu', 'disajikan']",Negative
"['full', 'power', 'penyambung', 'harapan']",Positive
"['cocok', 'nongkrong', 'ngobrol', 'kawan', 'temani', 'live', 'music']",Positive
"['kopi', 'roti', 'bakarnya', 'maknyus', 'kedai', 'kopi', 'berdiri', 'cocok', 'tenoat', 'nostalgia', 'krn', 'perabotan', 'peralatan', 'dapur', 'photo', 'photo']",Neutral
"['server', 'sombong', 'slalu', 'cueki']",Negative
"['suka', 'micin', 'kebanyakan', 'terpapar', 'micin', 'aneh', 'bakso', 'kadar', 'mecin', 'bakso', 'enak', 'ga', 'bermecin', 'lumayan', 'kerasa', 'dibaksonya', 'ya', 'pa']",Neutral
"['limited', 'variant', 'and', 'standart', 'taste', 'no', 'body', 'come', 'to', 'dine', 'in']",Negative
"['satenya', 'lumayan', 'enak', 'gulainya', 'sayang', 'stasiun', 'muter', 'ga', 'langsung']",Positive
"['jajan', 'khas', 'lembang', 'super', 'lengkaptahu', 'bandungnya', 'top', 'banana', 'crispy', 'batagor', 'pie', 'susu', 'lembang', 'pabrik', 'sambelnya', 'kucoba', 'semuaada', 'wonderland', 'anak', 'beli', 'tiket', 'masuk', 'rp', 'rb', 'anakpara', 'penggemar', 'tanaman', 'hias']",Positive
"['parkir', 'luas', 'gratisharga', 'murahbisa', 'tujuan', 'kelaparan', 'mlmvarian', 'menu', 'lumayan']",Negative
"['b', 'aja']",Neutral
"['cozy', 'place', 'enak', 'bwt', 'nongkrong', 'menunya', 'yummy']",Positive
"['not', 'too', 'much', 'compare', 'to', 'bakso', 'tasik', 'ukuran', 'bandung', 'audah', 'enak', 'banget']",Positive
"['bikan', 'ayam', 'bakar', 'sperti', 'ayam', 'goremg', 'ujungnya', 'hangus', 'nasinya', 'bagus']",Negative
"['rada', 'manis', 'enak', 'buncis', 'nomor']",Positive
"['bangett', 'porsi', 'dikit']",Negative
"['suka', 'masakan', 'aga', 'asin', 'cocok']",Positive
"['buncis', 'n', 'nasinya', 'enak', 'walo', 'over', 'price']",Positive
"['makan', 'nongki', 'harga', 'murah', 'terjangkau', 'harga', 'mahasiswa', 'bangeut', 'terletak', 'pusat', 'kota', 'bandung', 'daerah', 'bip', 'bandung', 'indah', 'plaza']",Neutral
"['profesional', 'mati', 'lampu', 'banget', 'nyalanya']",Negative
"['enak', 'lumer', 'makan', 'live', 'musiknya']",Positive
"['kesini', 'kali', 'makanan', 'minuman', 'ga', 'alasan', 'computer', 'error', 'banget', 'kesana', 'kondisi', 'laparlberat', 'minuman', 'nunggu', 'makanan', 'menit', 'ga', 'keluar', 'pa', 'lagi', 'alasan', 'computer', 'error', 'kafe', 'terparah', 'didatangin', 'may', 'makan']",Negative
['aman'],Negative
"['harga', 'cenderung', 'mahal']",Neutral
"['mudah', 'dicari', 'meja', 'makannya', 'gelap²an', 'mengandalkan', 'cahaya', 'lilin', 'harga', 'menengah', 'ya', 'mahal', 'emang', 'urusan', 'oke']",Positive
"['rekomendasi', 'terburu', 'buru']",Negative
"['sate', 'empuk', 'enak']",Positive
"['mantap', 'suasana', 'da', 'playanan', 'nyamann']",Positive
"['toko', 'soes', 'terbaik', 'kota']",Positive
"['parkiran', 'luas', 'milihan', 'makan', 'jajanan', 'yv', 'tradisional', 'szmpe', 'modern', 'inovatif', 'jarena', 'kawasan', 'pujasera']",Positive
"['okegak', 'macet', 'cuman', 'pa', 'kali', 'muter', 'muter', 'jalannya', 'pembayaran', 'pake', 'qris', 'atm']",Positive
"['cari', 'oleh', 'makanan', 'kekinian', 'khas', 'bandung', 'mampir', 'sinipaling', 'suka', 'drive', 'throughyogurhtnya', 'enakharga', 'masuk', 'dikantong']",Positive
"['andalan', 'tempatnya', 'enak', 'nongkrong', 'menunya', 'enak']",Positive
"['salah', 'nongkrong', 'wajib', 'dicoba', 'vibesnya', 'enak', 'lama', 'ngobrol', 'bareng', 'temen', 'makanannya', 'enakenak', 'harganya', 'ramah', 'dikantong']",Positive
"['ayam', 'bakar', 'garam', 'nasi', 'kering', 'banyu', 'nk', 'adang']",Neutral
"['pelayanan', 'sambalnya', 'lumayanlah']",Negative
"['makanan', 'enak', 'cmn', 'pelayanannya', 'bikin', 'ga', 'enak', 'aja']",Positive
"['nyaman', 'tempatnya', 'ngobrol']",Positive
"['suasana', 'tempatnya', 'recomended', 'santai', 'asyik']",Positive
"['dosen', 'gua']",Neutral
"['babatnya', 'bau', 'pa', 'makan', 'enek', 'ayam', 'bakar', 'lumayan', 'coba', 'diilangin', 'baunya', 'dimasak']",Negative
"['cafe', 'jam', 'bandung', 'makanan', 'enak', 'harga', 'lumayan', 'terjangkau', 'weekend', 'suka', 'live', 'music', 'asik', 'nongkrong', 'bareng', 'temen', 'lokasi', 'strategis']",Positive
"['parkiran', 'mobil', 'lebar']",Neutral
"['x', 'kesini', 'letaknya', 'strategis', 'jalan', 'raya', 'lembang', 'dr', 'asep', 'strawberry']",Neutral
"['my', 'must', 'go', 'to', 'place', 'kalo', 'bandung', 'makannya', 'enakenaaak', 'telor', 'is', 'the', 'best', 'sederhana', 'enaaak']",Positive
"['kalo', 'ga', 'ush', 'ngantri', 'martabak', 'asinnya', 'loh']",Neutral
"['dl', 'soes', 'kadang', 'kering', 'kulit', 'nyatapi', 'msh', 'suka', 'soes', 'rhumhrg', 'rb', 'kl', 'satuan', 'kl', 'beli', 'sekotak', 'jd', 'rb']",Positive
"['cek', 'review', 'kopi', 'roti', 'srikaya', 'beneran', 'seenak', 'selai', 'srikaya', 'asli', 'homemade', 'gak', 'bikin', 'enek', 'manisnya', 'pa', 'kopi', 'juara', 'recommended', 'pokoknya']",Positive
"['sore', 'tgl', 'sept', 'take', 'awaybungkus', 'menu', 'sapo', 'jepang', 'rumah', 'jepang', 'campurannya', 'coba', 'via', 'tlp', 'resto', 'permintaan', 'maaf', 'apapun', 'layanan', 'sebanding', 'harga', 'fantastis']",Negative
"['tempatnya', 'cocok', 'kuliner', 'n', 'main', 'anak']",Positive
"['ngobrol', 'buka', 'jam', 'malam']",Positive
"['mantap']",Positive
"['martabak', 'terkenal', 'tempatnya', 'bersatu', 'pujasera']",Positive
"['makanan', 'aja', 'pelayannya', 'memuaskan', 'cemberut', 'gak', 'makan', 'titoti']",Negative
"['tempatnya', 'luas', 'enak', 'santai', 'enak', 'ngumpul', 'kerabat', 'live', 'musik', 'sholat', 'muslim', 'parkiran', 'motor', 'mobil', 'kayanya', 'kalo', 'bawa', 'mobil', 'makanan', 'minumannya', 'beragam', 'enak²', 'pelayannya', 'ramah', 'cepat']",Positive
"['harga', 'mahal', 'makanan', 'minuman']",Neutral
"['kopitiam', 'bandung', 'find', 'out', 'pemilik', 'orang', 'medan', 'engga', 'heran', 'konsep', 'kopitiam']",Negative
"['belom', 'mengerti', 'bertahan', 'kopinya', 'special', 'specialnya', 'kopinya', 'ciri', 'khas', 'rotinya', 'khas', 'harganya', 'mahal', 'setara', 'makanan', 'hotel', 'bintang', 'pelayanannya', 'gak', 'banget']",Negative
"['nasinya', 'enak', 'pilihan', 'lauk']",Positive
"['enak', 'baksonya', 'milih', 'ambil', 'tempatnya', 'nyaman']",Positive
"['makan', 'enak', 'asik', 'parkir', 'mobil', 'sedik', 'lega', 'selebihnya', 'bagus']",Positive
"['layak', 'hype']",Negative
"['pelayanan', 'ancur', 'buka', 'barang', 'abis', 'po', 'seminggu']",Negative
"['pilihan', 'alternatif', 'pembayaran', 'non', 'tunai']",Negative
"['kerenjuara', 'pokoke']",Positive
"['oleh', 'makanan', 'bandung', 'ya', 'top', 'kalah', 'kompetisi']",Negative
"['enak', 'ngobrol', 'santai', 'jdi', 'tempt', 'diskusi', 'good', 'job']",Positive
"['nyobain', 'soft', 'launching', 'markobar', 'bober', 'cafe', 'nyaman', 'live', 'musicnya', 'harga', 'menu', 'disana', 'lumayan', 'hehe', 'sebanding', 'fasilitasnya']",Positive
"['varian', 'menunya']",Neutral
"['menu', 'coba', 'kakap', 'merah', 'bakar', 'pedas', 'dr', 'segi', 'dr', 'segi', 'harga', 'mahal', 'porsi', 'kakap', 'harganya', 'rb', 'potongan', 'daging', 'ekor', 'worth', 'harga', 'tempatnya', 'terbilang', 'luas', 'jd', 'poin', 'plus', 'resto']",Negative
"['tulisan', 'promo', 'rb', 'd', 'hilangkanwalau', 'sdh', 'habis', 'nyaliat', 'rb', 'pa', 'bayar', 'waduhhhh']",Negative
"['baksonya', 'enak', 'banget', 'siomaynya', 'mantapp', 'ngga', 'suka', 'kikil', 'request', 'pesan', 'langsung', 'dapet', 'kikilnya', 'kalo', 'pesan', 'baksonya']",Neutral
"['huh', 'seballl', 'beli', 'rbuan', 'ktnya', 'rbuan', 'isinya', 'kayak', 'rbuan', 'kuah', 'aja', 'bnyak', 'kakapnya', 'nambah', 'ibunya', 'amanah', 'mensing', 'dlm', 'gang', 'mbak', 'ramah', 'amanah', 'sesuai', 'harga']",Negative
"['cafe', 'jam', 'bandung']",Neutral
"['pusat', 'oleholeh', 'foodcourt', 'area', 'lembang', 'makanan', 'jajanan', 'bervariasi', 'rekomended', 'ya', 'susu', 'pisang', 'crispy', 'kalo', 'jalan', 'area', 'lembang', 'wajib', 'mampir', 'apr']",Negative
"['martabak', 'enak', 'variatif', 'jugaada', 'pujasera']",Positive
"['minum', 'kopi', 'seru', 'tempatnya', 'luas', 'cocok', 'kumpul', 'bareng', 'teman', 'teman', 'nggak', 'kopi', 'makanan', 'berat', 'kopinya', 'enak', 'pecinta', 'kopi', 'suka', 'kopi', 'kumpul', 'kumpul', 'teman', 'memilih', 'e', 'cincau', 'segar', 'e', 'kopinya', 'recommended']",Positive
"['no', 'parking', 'lot']",Negative
"['harga', 'mahal', 'makanan']",Neutral
"['nostalgia', 'roti', 'jaman', 'sd', 'e', 'kopi', 'susu', 'enak', 'kalo', 'suka', 'kopi', 'susu', 'jadul']",Positive
"['pribadi', 'mendengar', 'nama', 'besarnya', 'expectasinya', 'sangat', 'tingginamun', 'kenyataanya', 'cocok', 'selera', 'harga', 'mahal', 'mending', 'restoran', 'mall', 'tempatnya', 'ademsekali', 'lg', 'org', 'pny', 'selera', 'berbeda']",Negative
"['tempatnya', 'nyaman']",Positive
"['udah', 'buka']",Neutral
"['pa', 'beli', 'nanya', 'jual', 'marah', 'marah', 'membeli', 'ramah', 'anehnya', 'bentak', 'pelayan', 'galaknya', 'ampun', 'pelayan', 'ramah']",Negative
"['makan', 'alternatif', 'jalan', 'riau', 'bandung', 'suasana', 'outdoor', 'buka', 'buka', 'libur', 'nasional', 'harganya', 'mahal', 'lumayan', 'bikin', 'kaget', 'bayar', 'rekomendasiin', 'cek', 'harga', 'aplikasi', 'gofood', 'menu', 'daftar', 'harga']",Positive
"['tempatnya', 'asik', 'nongkrong', 'meet', 'up', 'temen', 'minggu', 'hiburan', 'stand', 'up', 'comedy', 'lucu', 'banget']",Positive
"['okstrategis', 'ekonomis']",Positive
"['sambelnya', 'mantap']",Negative
"['enak', 'fasilitas', 'enak', 'harga', 'lumayan', 'menu', 'kopinya', 'menurutku', 'menu', 'enak']",Positive
"['habis', 'makan', 'istri', 'muntaber', 'sampe', 'masuk', 'rumah', 'sakit', 'sambal', 'ngga', 'fresh']",Negative
"['area', 'parkir', 'lumayan', 'luas', 'mengganggu', 'jalan', 'raya', 'n', 'makan', 'baso', 'titoti', 'ga', 'bosenin', 'enak', 'basonya', 'gurih', 'pelayanannya', 'recomended', 'bingits', 'gaiish']",Neutral
"['ruangan', 'aga', 'sempit', 'tingkat', 'tersedia', 'makanan', 'khas', 'jawa', 'barat']",Neutral
"['makan', 'diserbu', 'asap', 'bakaran', 'sate', 'nikmat', 'ditemani', 'sop', 'kambing', 'sate', 'kambing']",Positive
"['lokasinya', 'sebelah', 'kentucky', 'fried', 'chicken', 'masuk', 'masuk', 'membingungkan', 'masuknya', 'arah', 'kfc', 'berseberangan', 'bandung', 'indah', 'plaza', 'bip', 'enakan', 'masuknya', 'arah', 'belakangnya', 'ketimbang', 'masuknya', 'arah', 'bip']",Positive
"['mantap', 'sangattempat', 'nyamanasikcocok', 'santai', 'sesuatuharganya', 'lumayan', 'pa', 'kantongrame']",Positive
"['pesen', 'bakso', 'wagyu', 'pake', 'kuah', 'taichan', 'enak', 'pengen', 'coba', 'menu']",Positive
"['sabtu', 'malam', 'minggu', 'tgl', 'jam', 'wita', 'rmh', 'makan', 'padaidi', 'bilang', 'lumayan', 'washtafel', 'sabun', 'tangan', 'irit', 'merasakan', 'busa', 'tangan', 'potong', 'irisan', 'pesanan', 'ikan', 'bakar', 'butuh', 'tersaji', 'salah', 'irisan', 'segar', 'aromanya', 'anak', 'istriku', 'selera', 'jus', 'advokat', 'anakku', 'gemar', 'jus', 'advokat', 'byk', 'diminum', 'sedotan', 'pahit', 'maaf', 'semoga', 'pemilik', 'belajar', 'pengalaman', 'konsumen', 'rumah', 'makan', 'favorite', 'harga', 'sepotong', 'irisan', 'variatif', 'rb', 'rb', 'asli', 'nyesel']",Negative
"['menu', 'cepat', 'saji', 'jam', 'by', 'gojekgrabshopee']",Neutral
"['asyik', 'tempatnya']",Positive
"['wisata', 'cocok', 'wisata', 'keluarga', 'anak', 'menjual', 'konsep', 'floating', 'market', 'dinikmati', 'sistem', 'penjualan', 'koin', 'pilihan', 'menu', 'makanan', 'menikmati']",Positive
"['makananya', 'oke', 'service', 'mengecewakan', 'pa', 'order', 'disuruh', 'nunggu', 'menit']",Negative
"['rekomendasi', 'wargi', 'kota', 'kembang', 'pemuda', 'suka', 'ngopi', 'wajib', 'bober', 'cafe', 'lupa', 'bawa', 'doi', 'biar', 'romantis', 'jomblo', 'bawa', 'aja', 'nyali', 'nyari', 'cewe', 'hehehe']",Positive
"['pelayanan', 'nunggu', 'sejam', 'dateng', 'pdahal', 'ngga', 'ramai', 'waiter', 'profesional']",Negative
"['standar', 'harganya', 'mahal']",Neutral
"['makanankue', 'hit', 'bandung', 'jualannya', 'rumah', 'otletbakery', 'buka', 'jam', 'pagi', 'jam', 'pagi', 'antri', 'beli', 'gak', 'kecewa', 'karna', 'kue', 'browniesnya', 'diatas', 'rata', 'lembut', 'coklat']",Positive
"['tempatnya', 'luas', 'banget', 'pa', 'renovasi', 'jam', 'close', 'bill', 'duduki', 'pojok', 'nyamuk', 'selesai', 'makan']",Neutral
"['nyaman', 'sayang']",Negative
"['makan', 'nyaman', 'luas', 'le', 'menggambar', 'cafe']",Positive
"['makanannya', 'enak', 'cuman', 'minumannya', 'datangnya', 'makanan', 'udah', 'habis', 'minumannya', 'juni']",Negative
"['panas', 'oven', 'enak', 'daftar', 'wajib', 'beli', 'mengunjungi', 'bandung']",Positive
"['asik', 'nongkrong', 'kumpulkumpul', 'temen', 'tempatnya', 'mudah', 'dijangkau']",Positive
"['makannya', 'enak']",Positive
"['pelayanan', 'msh', 'teliti', 'menyediakan', 'pesanan', 'msh', 'tertinggal', 'pesan', 'sdh', 'dilayani', 'duluan']",Negative
"['bakso', 'cita', 'khas', 'tersendiri', 'harga', 'lumayan', 'terjangkau', 'spesial', 'harganya']",Neutral
"['sate', 'sapinya', 'enak', 'pelayanan', 'mantap', 'lalat', 'aja']",Positive
"['alarm', 'rusak', 'buburnya', 'dingin', 'sayang']",Negative
"['enak', 'luas', 'bersih', 'harga', 'standar']",Positive
"['makanannya', 'standar', 'aja', 'harganya', 'mahal']",Neutral
"['favorit', 'penurunan', 'gak', 'seenak']",Positive
"['beli', 'oleholeh', 'khas', 'lembang', 'susu', 'lembang', 'tahunya', 'emng', 'beda', 'dibandingkan', 'beli', 'lembut', 'halus', 'laper', 'makan', 'makanan', 'makanan', 'khas']",Neutral
"['nasi', 'kalong', 'nasi', 'merah', 'bumbu', 'serundeng', 'bercampur', 'antrian', 'jam', 'antrian']",Neutral
"['enakkkkapalagi', 'tipker', 'toping', 'kejuga', 'bikin', 'kenyang', 'haha']",Positive
"['okay', 'banget', 'kue', 'balok', 'brownis', 'coklatnya', 'lumer', 'mantap', 'beuh']",Positive
"['kadang', 'fasilitas', 'wifi', 'koneksi', 'stabil', 'harga', 'makanan', 'terjangkau', 'pelayanan', 'over', 'all', 'good']",Positive
"['kalo', 'hangat', 'enak', 'banget']",Negative
"['so', 'so']",Neutral
"['nyamanluas', 'enak']",Positive
"['beli', 'oleholeh', 'lembang', 'pilihan', 'makan', 'pilihan', 'kupat', 'lontong', 'kari', 'pisang', 'keju', 'coklat', 'mie', 'kocok', 'harga', 'standar', 'wisata', 'saran', 'ditingkatkan', 'kebersihan', 'tempatnya']",Positive
"['sate', 'kambing', 'juara', 'sate', 'langsung', 'dipanggang', 'tingkat', 'kematangan', 'ideal', 'benar', 'suka', 'daging', 'matang', 'request', 'bakar', 'kering', 'harga', 'mahal', 'berbanding', 'lurus', 'pelayanan', 'kenyamanan']",Positive
"['mohon', 'isi', 'komposisi', 'dagingnya', 'pake', 'takaran', 'standard', 'porsi', 'reguler', 'spesial']",Positive
"['gue', 'rasakan', 'harga', 'mahal', 'ya', 'hehe', 'relatif', 'tergantung', 'lauk', 'aja', 'ambil', 'salah', 'menu', 'gue', 'suka', 'daging', 'foto', 'gue', 'kayak', 'rendang', 'semur', 'gitu', 'bumbunya', 'enak', 'pa', 'banget', 'diaduk', 'ama', 'nasi', 'gede', 'dagingnya', 'nih', 'dicoba']",Positive
"['sambal', 'terongnya', 'asin', 'enak']",Negative
"['nyaman', 'krn', 'merokoksy', 'makan', 'tersedak', 'asap', 'rokok', 'batuk', 'sampe', 'sakit', 'sesak', 'napasnya']",Negative
"['cafe', 'cocok', 'nongkrong', 'bareng', 'teman', 'asik', 'cari', 'ketenangan', 'menunya', 'variatif', 'tempatnya', 'luas', 'nobar']",Neutral
"['cafe', 'legend', 'bandung', 'pusat', 'kota', 'jl', 'asia', 'afrika', 'alun', 'alun', 'kopi', 'coklat', 'enak', 'enak', 'roti', 'srikayanya', 'suasana', 'jaman', 'meja', 'bangku', 'bangunan', 'asli', 'enak', 'nyaman', 'nongkrong', 'bernostalgia']",Positive
"['warung', 'makan', 'sederhana', 'karyawan']",Neutral
"['nyaman']",Positive
"['warung', 'menu', 'minuman', 'makanan', 'tradisional', 'modern', 'harga', 'murah']",Negative
"['udah', 'langganan', 'viral', 'susah', 'duduk']",Negative
"['nyoba', 'makan', 'mlm', 'lauknya', 'bari', 'lurus', 'jd', 'kayak', 'antrean', 'voucer', 'makan', 'karna', 'ngambil', 'bari', 'kesini', 'karna', 'diajak', 'makan', 'nasi', 'merah', 'aja', 'lokasinya', 'pusat', 'kota', 'jd', 'rame', 'harga', 'lumayan', 'larang']",Negative
"['makan', 'baso', 'nongkrong', 'daerah', 'dipati', 'ukur', 'basonya', 'enak', 'variasinya', 'baso', 'keju', 'baso', 'pedas', 'baso', 'telur', 'tempatnya', 'luas', 'parkirnya', 'menampung', 'kendaraan', 'pengunjung', 'toilet', 'mushola']",Positive
"['kirim', 'foto', 'beda', 'foto', 'nasi', 'bungkus', 'daun', 'pisang', 'kaya', 'nasi', 'liwet', 'aslinya', 'nasi', 'putih', 'bungkus', 'plastik']",Negative
"['makanannya', 'lumayan', 'enak', 'porsi', 'pelayanan', 'ramah', 'banget', 'live', 'music', 'harga', 'standart', 'makan', 'ber', 'kena', 'harga', 'rb']",Positive
"['suruh', 'abdu', 'somad', 'nge', 'rate', 'bintang', 'parah', 'emang', 'abdu', 'somad', 'benci', 'ngajak', 'orang']",Negative
"['tempatnya', 'rapi', 'bersih', 'sayangnya', 'pengolahan', 'daging', 'ruangan', 'ruang', 'makan', 'tertutup', 'shg', 'aroma', 'daging', 'mentahnya', 'mengganggu', 'bumbu', 'satenya', 'unik', 'cocok', 'suka', 'manis', 'pilihan', 'bumbu']",Negative
"['tahunya', 'udah', 'dingin', 'and', 'kera', 'aloott', 't_t']",Negative
"['alternatif', 'tmpat', 'u', 'kumpul', 'pa', 'menu', 'minuman', 'pa']",Neutral
"['menunya', 'enak', 'sampainya', 'cepat', 'tolong', 'etika', 'pramusajinya', 'sering²', 'dievaluasi', 'kemarin', 'makan', 'perlakuan', 'mengenakkan', 'pramusaji']",Negative
"['sate', 'enak', 'ga', 'bau', 'tempatnya', 'masuk', 'kedalam']",Positive
"['super', 'duper', 'yummy', 'tempatnya', 'nyaman', 'varian', 'bakso', 'terpenting', 'endeees']",Positive
"['enak', 'penyesuaian', 'terkait', 'protokol', 'kesehatan', 'terbaru']",Neutral
"['tersedia', 'nasi', 'merahaneka', 'laukrasa', 'masakannya', 'enakharga', 'relatif', 'tergantung', 'lauk', 'diambil']",Positive
"['mengandalkan', 'kualitas', 'daging', 'empuk', 'lezat']",Positive
"['suka', 'sekaliii', 'baksonya', 'enak', 'mahasiswa', 'gabisa', 'sering', 'ya', 'pricey', 'hehehe', 'worth', 'the', 'price']",Positive
"['tampilan', 'merdeka', 'foodstall', 'toko', 'kue', 'merdeka', 'toko', 'sosis', 'badranaya', 'tempatnya', 'jd', 'nyaman']",Positive
"['menyediakan', 'kebutuhan', 'dibutuhkan']",Neutral
"['parah', 'brief', 'pelayannya', 'biar', 'kalo', 'pesanan', 'gatau', 'udah', 'sejam', 'kali', 'nungguin', 'nasi', 'liwet', 'ga', 'datang', 'keburu', 'dingin', 'lauknya']",Neutral
"['tunggu', 'pesan', 'nasi', 'campur', 'tipat', 'gado', 'gado', 'minum', 'air', 'kelapa', 'dateng', 'airnya', 'tinggal', 'tipat', 'remain', 'order', 'x', 'untung', 'makannya', 'pelan', 'tipatnya', 'tusuk', 'gigi', 'tertelan', 'kasi', 'info', 'waiternya', 'senyum', 'what', 'bakwan', 'gak', 'matang', 'sempurna', 'tepung', 'isinya', 'will', 'not', 'coming', 'back']",Negative
"['dibelikan', 'adik', 'kue', 'balok', 'toko', 'sesuai', 'judul', 'adonan', 'brownie', 'enak', 'berasa', 'lidah', 'jd', 'kayak', 'makan', 'bandrospancong', 'versi', 'gede', 'tertarik', 'tuk', 'pembelian', 'trip', 'bandung']",Positive
"['hri', 'lgi', 'diskon', 'krna', 'bsok', 'sdah', 'kadaluarsa', 'jdi', 'didiskon', 'hehe', 'soes', 'lmayan', 'enak', 'bnyak', 'varian', 'kueh', 'disni']",Positive
"['mah', 'legen', 'bangeeet', 'makan', 'slow', 'mode', 'spy', 'ga', 'cepet', 'habis']",Neutral
"['asem', 'ny', 'lekok']",Negative
"['tempatnya', 'bagus']",Negative
"['tempatnya', 'luas', 'parkir', 'makanyaabanyak', 'varian', 'makanan', 'minuman']",Neutral
"['pa', 'melaksanakan', 'resepsi', 'pernikahan', 'pelayanannya', 'ramah', 'double', 'thumb', 'up']",Positive
"['pesanan', 'online']",Neutral
"['nyaman', 'banget', 'ngopi', 'ngopi', 'santai']",Positive
"['profesional', 'lumayan', 'cepat', 'penyediaan', 'martabaknya']",Neutral
"['makanannya', 'enak']",Positive
"['buka', 'jam', 'menunya', 'sesuai', 'kantong', 'murah']",Neutral
"['ngopi', 'doeloe', 'terletak', 'cibeureum', 'tempatnya', 'luas', 'pilihan', 'duduk', 'santai', 'bicara', 'rame', 'pilihan', 'terbaik', 'gazebo', 'duduk', 'wilayah']",Positive
"['lumayan']",Neutral
"['ayamnya', 'harga', 'dinaikin', 'biar', 'ayamnya']",Negative
"['belinya', 'jam', 'jam', 'layanin']",Neutral
"['penyajian', 'cepat', 'baksonya', 'ok', 'kuahnya', 'lekat', 'msg', 'bikin', 'pusing', 'orang', 'tempatnya', 'nyaman', 'siang', 'panasnya', 'menyengat', 'parkiran', 'mobil']",Negative
"['sdh', 'note', 'spy', 'dikirim', 'digoreng', 'dikirim', 'sdh', 'panas', 'pdhl', 'jarak', 'sgt', 'dkt', 'sebagus', 'kalibata']",Negative
"['menu', 'udah', 'pesen', 'kopi', 'dianter', 'pesennya', 'barengan']",Neutral
"['satunya', 'persinggahan', 'mengisi', 'perut']",Neutral
"['lumayan', 'memadai', 'lokasi', 'suasana', 'pelayanan', 'memuaskan']",Positive
"['sate', 'kambing', 'juara']",Positive
"['area', 'luas', 'parkir', 'lomggar', 'menu', 'masakan', 'macamnyaklu', 'suh']",Neutral
