summary,text
Enak bangettt!!,"Nyesel kenapa baru cobain Gepureku sekarang. Padahal mereka ada buka cabang di Grogol, tapi penasaran sama cabang yang disini😆 
Ini kali kedua makan  Gepureku dan tetap enak rasanyaa!
Pertama kali cobain cuma take away aja. Packaging nya super lucu. Porsinya banyak dan mengenyangkan. Tapi menurut gue porsi nasinya agak lebih banyak kalau buat take away. 
Nah kali ini gue makan langsung di tempatnya dan rasanya enak banget karena masih hangat. 
2 kali kesini 2 kali juga pesan Chickpureku. Pertama kali pesan level 2, kedua kali pesan level fever yaitu yang paling pedas. Buat gue pecinta makanan pedas, ini gak terlalu pedas sih ya cuma pas aja pedasnya dan enak buat dimakan. Disini mereka cabenya gak diancurin kayak sambal tapi potongan-potongan cabai gitu, terus ada bawang putih gorengnya gitu yang bikin makin wangi. Ya ampun enak bangettt. Kalau makan langsung di tempatnya, porsi ayamnya kayak lebih banyak gitu dibanding nasinya. Puas banget!! 
 Tempatnya gak terlalu besar ya, ada lesehan sama meja kursi biasa juga. Ada dekorasi mural yang lucu di dalam restonya.
Overall, puas banget makan ayam geprek disini dan jadi salah satu best ayam geprek menurut gue!"
..,"Udah lama ga kesini, kangen jamur gorengnya huhuhu. Sekalian bawa temen nyobain gepureku juga. Eh ketagihan jamurnya juga 
Restoran gepureku ini juga konsepnya pesen dulu baru digoreng ayamnya / daging lainnya. Jadi selagi nunggu bisa ngobrol sama temen atau main game yang tersedia disini. Yah walaupun lumayan memakan waktu ya. Tapi paling enak makan makanan hangat dong!
Yang gue suka dari gepureku adalah dagingnya melimpah nasinya juga banyak. Terus ayamnya juga tanpa tulang.
Sayangnya hari ini menurut gue ayamnya kurang bumbu. Jamurnya juga ada penurunan jumlah atau karena jamurnya gede gede jadi rasanya kurang ya?"
GEPREK TIME🔥🔥🔥,GEPUREKU! Ini ayam geprek dengan banyak varian! Ada daging beef dan pork juga disini! Aku suka banget sih sama makanan-makanannya. Yummeh🌟
enak juga loh!,"lagi di area gading serpong, trus liat2 review-nya si gepureku bagus. akhirnya tertarik makan gepureku di ruko golden 8 ini.    pesen yang chicken, dan jamureku. harga si chicken 25rb, murah dan ga ekspek tinggi2 sih. pas dateng, enak!! dagingnya mayan banyak juga dan rasa pedes dan asinnya pas. jamur goreng-nya juga enak, krispi gitu.    tempatnya juga bagus loh, bisa duduk di bangku atau selonjoran gitu...    kekurangan paling ya, ocha-nya ga enak. warnanya ijo sih tapi ga ada rasa ocha2nya."
geprek enak!,"finally gepureku buka di gading serpong! lokasinya satu area dengan b'steak. langsung aja review makanannya nih, ini menu yang dicoba:
1. chickpureku level fever plus telur
INI ENAKK! nggak lebay sih tapi serius geprek dengan rasa yang mewah tuh ada di gepureku, rasanya beda bgt dari geprek yang pernah saya coba di tempat lain. disini lebih gurih dan level fevernya beneran bikin mulut kebakar! porsinya juga gede bgt nih buat harga 30an sih worth it bgt ya! 
 2. chicken wings original
chicken wingsnya juga enak sih gangerti lagi kenapa enak gini wingsnya. crunchy dan gurih gitu tepungnya apalagi ditambah taburan bawang goreng krispy duh juara! 
 pokoknya jatuh cinta banget sih sama gepureku ini, semoga bisa buka cabang di bintaro/jaksel ya supaya lebih deket"
Daging > Nasi!,"Diajak adek makan disini untuk pertama kalinya. Personally gw suka sama mural di dinding mereka.  
 Pesen yang pake Pork + mozzarella. Mangkoknya kecil gitu, tapi dagingnya ga pelit. Nasinya yang agak dikit malahan. Tepung gorengnya gurih dan enak. Cabenya ga berasa, kalau doyan pedes pesen level 3 aja."
PW!,"Sebenernya dulu udah pernah nyobain Gepureku pas buka di Daily Press Coffee sama beli kue gepreknya. Nah, sekarang dia udah pindah ke ruko sendiri dan tempatnya jauh lebih nyaman. Dengan mural ala Jepang dan bergambar boneka daruma, temanya sih emang cocok banget sama logonya. Terus tempatnya adem, dan ada sedikit board games gengs. Mayan bs main sambil nunggu makanannya.  Emang dia sih top banget sih rasa gepreknya. Kali ini nyobain (sapi) sama . Dan yes, mereka konsisten sekali dalam memberikan citarasa. Yang daging sapi, teksturnya empuk, terus rasanya juga enak. Yang dory juga ga kalah enak loh. Ga nyangka dia bisa bikin salted egg seenak ini. Kuy cobain!"
Rice Bowl Kekinian terenakkkkkkk,"Kabar gembira nih, gepureku yg rice bowl #kekinian yg enak bangets skrg ada di gading serpong selain di PHX grogol
Suka bangets ama chickpureku dan gyupurekunya enak bengets bumbunya, apalg yg spicy, levelnya bener2 nendang basah dah.... Recommended #kuy 
 Paporit sih yg gyu ya, juicy n bumbunya mantaps
Yg doyan pedas cocoklah disini tggl pesan mau levelnya gmn 
 Btw di sini non halal ya bs pesan yg pork
Klo di PHX grogol halal ya gengs"
Daginya 😍,"Lagi jalan jalan di sekitaran gading serpong eh nemu tempat makan baru nih namanya GEPU REKU. Tempatnya kece loh, terus ada lesehannya juga. Well semua menu yang kita cobain enak enak banget! You should try gengs. Langsung aja yuk simak kita udah cobain apa aja. 
 Chickpureku (25k) : ayamnya crispy ditambah hyperzella (10k) mozarella yang super melimpah dan tingkat kepedasannya kita pilih fever. Fever adalah tingkat kepedasan yang paling tinggi loh. Jadi cocok nih buat yang suka makan pedas  
 Dory (30k) : kita suka sama dorynya lembut banget terus di tambah bumbu salteg egg (5k) makin yummy 
 Gyupureku (35k) : potongan daging tipis tipis ini salah satu fav kita loh, daging yang lembut dengan bumbunya yang merasap bikin nagih banget. Wajib cobain ini 
 Ocha (5k) : engga tau kenapa suka banget  sama ocha disini, wanginya enak banget dan rasanya luar biasa"
Gepureku hadir kembali!,"Seneng baaaaangeeeet akhirnya bisa merasakan lagi gepureku!
Tempatnya sederet hoghock, samping bsteak sih.
Menu favorite gue tetep jamur crispy nya.
Untuk tempatnya cozy banget, kalian bisa pilih mau duduk leseh atau kursi. Banyak bantal bantalnya juga. Muralnya oke. 
Untuk rasa ya masih sama standard quality nya terjaga. Yang agak bingung sih kalo pesen gepureku xl yang nambah cuma nasi aja ato ayam juga ya.. Piringnya beda dikit btw.
Sekarang mereka punya minuman dan games lho. Cocok buat nongki nongki juga tempatnya adem."
Tempat nya aesthetic bgt!,"Kitiran tempatnya aesthetic bgt, cocok bagi yg suka foto-foto nih! Harga nya cukup worth it. Yang ku pesan ini ayam geprek dan thai tea. Rasa ayam geprek nya sih biasa aja dan thai tea nya enak + manis nya jga pas. Pelayanannya juga bagus. But overall sih okee!👍"
Resto Instagramable,"Resto ini termasuk baru di Bekasi, adanya di Sentra Kota. Tempatnya luas & instagramable banget, bagus, dan banyak spot cantik buat foto-foto. Kalo mau booking bisa, gak ada minimum payment juga. Order beberapa menu :- Chicken Cordon Bleu (45k) 3/5; Daging ayamnya lumayan tebel & besar, tapi rasanya agak hambar. Udah include kentang & sayuran. - Udang Telur Asin & Rice (30k) 2/5; Porsinya banyak, udangnya digoreng tepung dulu baru dibumbu telur asin. 1-3 suapan pertama oke, kesininya agak eneg telur asinnya amis banget menurutku, pake saos juga gak nutup. Padahal rekomen :(- Nasi Goreng Smoke Beef (35k) 3/5; Nasinya banyak, smoke beef-nya jg ga pelit, cuma rasanya kurang ""nasi goreng"" aja- Fettuccine Carbonara (37.5k) 3/5; Sebenernya pastanya enak kok, creamy, cuma sayang aja saucenya sedikit, jadinya kering gitu makan juga seret di tenggorokan- Thai Tea (25k) 4/5; Ini enak! Ga terlalu manis jadi seger- Iced Chocolate (25k) 3/5; Udah jelas ini milo dingin versi mahalnya ajaOverall makanan disini porsinya besar karena family resto juga sih. Buat foto diluar bagus, tapi kalo makan enakan di dalem, ga bau kali & bebas nyamuk. Next kesini ajak keluarga."
Recomended,"Salah 1 tempat makan yg enak di Bekasi ni, tempatnya agak jauh dr kota sih, tp worthed bgt ke sini.. Makanan enak tempat instagramable bgt pula.. Harga juga ga gitu mahal.. Enak banget lah restonya utk kumpul2 brg keluarga atau teman..Nah, aku cobain banyak bgt makanan di sini, dan overall puas smua, sampai bingung nentuin favorit yg mana..Overall semua bahan2nya fresh, daging2an maupun sayurannya fresh semua.. Porsinya pun ga pelit, pas..Utk dessert kalian wajib cobain tapenya, enak.. Klo lg iseng blh bgt cobain ke sini, owner & staffnya jg ramah bgt.. ^^"
Kitiran lagi,"Ah gue balik lagi ke sini buat makanin Gurame Gorengnya. Kali ini bareng keluarga. Jd makannya banyak, tp kefoto Gurame Gorengnya aja. Aslik ini salah satu Gurame Goreng yg enak yg pernah gue makan. Lebay ya? Bodo yg penting enak"
Nongkrong Cantik di Kitiran Resto & Cafe,"FIH FOOD REVIEW-Aglio Olio from @kitiran_id-IDR 35.000-The most favourite menu in @kitiran_id
The generous portion of smoked beef and seafood adds extra flavor to the spaghetti. You will definitely love it especially for the reasonable price as well.FIH FOOD REVIEW-Coffee Ice & Coffee Latte Ice from @kitiran_id-IDR 22.500 - IDR 25.000-Refresh your day with Coffee from @kitiran_id 
Definitely a perfect drink for the weekend ‘cause it’s so refreshing while enjoying the great food.FIH FOOD REVIEW-Sate Maranggi from @kitiran_id-IDR 47.500-The satay is perfectly cooked with Indonesian traditional seasoning. It’s so juicy, soft and tasty. Enjoy it with rice and sambal kecap for the best experience.-#kitiranid #makanngopingumpul #foodinhands #fihfoodreview"
Asik deket rumah,"Ini tempat pasti keliatan kalo dilewatin karna beda sendiri. Lokasi sih deket dari rumah cuma 10menit naik mobil, jd kalo naik motor ya lebih cepet lol. Suka sih sama tema dan konsep restonya. Indoornya sih nyaman bgt ya. Sukaaa area sofanya! Outdoornya sih ok juga. Cuma...Nah kali ini order:1. Chicken cordon bleu: pas dateng liat porsinya ya worth it sama harga. Dan... rasanya pun enak, suka sama sauté veggienya, friesnya ga terlalu asin tp ok buat dimakan sm saus sambal/ayamnya. Ps: Nah tapi... gue pilih duduk di outdoor atas, banyak lalat dan ga disediain lilin gitu juga. Akhirnya lg makan enak tiba2 nemplok 1 lalat. Akhirnya minta ganti, nah pas dtg sih kyknya yg diganti cuma ayamnya aja. Veggienya kyk dipanasin doang gitu pas dtg malah banyak minyak.2. Fett. Carbonara: nah ini sih yg order temen gue, pas liat platingnya standar, ga menggugah selera. Pas gue cobain juga biasa aja, terlalu creamy.3. Lemon tea&teh tarik: rasanya standar, si teh tarik sih pasti pake yang instan.Note: pas si cordon bleu dtg yang baru, si waiter juga dtg sambil bawa lilin mati lampu dan dengan enaknya bilang ""ya gini kalo diluar banyak lalat"". Saran sih mending tiap meja kasih lilin gitu loh."
Good Indonesian Food!,"Indonesia food by @kitiran_id. I really love their Indonesian food, especially their Gurame Goreng Sambal Matah (60k), very tasty and savory. ⠀"
Kitiran,"Kenyangmantap on Instagram 
 Ada satu resto keluarga yg ajib bgt di Bekasi. Kalian wajib ke sini sih. Suasananya bener2 kalian berasa lg ga di Bekasi wkwkwk.
Untuk makanan rata2 makanan untuk keluarga dan banyak yg Indonesian cuisine. Enak2 dan gak begitu mahal (worthed lah sama suasananya yg enak untuk harga)."
Gurame Goreng Sambal Matah,"Setelah demam salted egg, sekarang saatnya sambal matah! Baru inget @kitiran_id punya menu Gurame Goreng Sambal Matah ini. Wah sambal matahnya paraaaaah! Pedes pedes seger gitu. Guramenya besar banget dan digoreng kering. Enak nih buat sharing!"
Hidden Gem in Bekasi,"Salah satu tempat nongkrong yang cukup asik di Bekasi. Selain tempatnya yang luas dan cozy, disini kalian juga bisa nyobain banyak varian makanan dari Indonesian, Western, dan juga Chinese Food. Saya pribadi suka banget sama gurame sambal matah-nya, rasa sambal matahnya juara. Selain itu, saya juga suka dengan sate maranggi dan siomay-nya."
Sate Maranggi,"Ada rencana mau dinner sama keluarga malam ini? Nih kita kasih rekomendasi restoran kece di daerah Bekasi, @kitiran_id . Selain menyediakan makanan Indonesia yang super enak, mereka juga menyediakan makanan western dan Chinese food yang rasanya sudah disesuaikan sama lidah orang Indonesia. Salah satu makanan yang sempat kita cobain itu sate maranggi, salah satu menu recommended di sana. Bisa dilihat kan potongan dagingnya gede2, bumbunya juga meresap. Dan terbukti siiihhh enak beneeerrr!"
Kitiran,"Menawarkan kenyamanan dalam suasana yang ramah, Kitiran Resto memberikan alasan yang tepat mengapa Anda harus menghampirinya. Datang untuk camilan di sore hari, Resto yang berada satu komplek dengan Sentra Kota ini mengakomodasi comfort food dengan harga yang relatif murah dan memuaskan, di antaranya :- SiomaySaya memulainya dengan Siomay khas Dimsum yang diberi cocolan saus kacang. So freakin’ legit.- Spaghetti BologneseFavorit saya adalah Spaghetti Bolognese. Ada banyak daging cincang di dalam saus bolognese. Saya bahkan tidak akan tertarik mencoba makanan orang lain sebelum menu ini habis (hahaha mungkin).- Ayam GeprekSelanjutnya, saya memilih Ayam Geprek. Saya suka, melalui kekayaan rasa asin dan pedas dari Ayam Geprek membuat keseluruhan rasanya memuaskan.- Crispy ChickenDan terakhir, saya punya Crispy Chicken untuk camilan dengan adonan yang renyah. Potongan ayam yang digoreng tepung ini sederhana, tapi memikat. Saya hanya membutuhkan saus sambal. Hhhh.."
Kafe Korea di Surken,"Abis kulineran di surken cari kafe buat nongki terus melipir deh ke kafe ini. Kafe dengan tema korea ini ada 2 lantai, di lantai 2 nya ada area indoor maupun outdoor, lantai 2 nya juga didesain estetik buat foto2 gitu.Di sini aku cuma order Galaxy Lemon Tea soalnya udah kenyang banget. Warnanya cakep, rasanya asem manis menyegarkan."
Kafe Korea Murah,"Siang ini merupakan kunjungan kedua saya ke kafe yang satu ini. Sebelumnya saya pernah berkunjung pas November 2020. Surprisingly, harga menunya nggak banyak berubah.Tempatnya masih colourful & cantik buat foto-foto. Musiknya juga lagu KPop gitu & menunya mostly hidangan khas Korea, cocok buat K-Lovers.Di lantai bawah,.ada alat touch screen lucu yang bisa dipakai buat oder. Berhubung saya berkunjung bareng teman & mau dine in, waitress menyarankan di lantai atas.Di lantai atasjauh lebih luas ketimbang lantai bawah dan lebih adem. Seating area ada di area indoor dan area balkon. Dari balkon bisa melihat hiruk pikuk jalanan Suryakencana.Untuk sistem pemesanan masih sama. Ada kertas buat pesan dan langsung dibayar ke kasir. Peralatan makan ada di meja khusus dan bisa diambil sendiri. Bahkan asbak pun tinggal ambil. Pada kunjungan pertama saya, saya sempat memesan menu dessert Noel. Sayangnya sekarang sudah nggak ada lagi. Kafenya sedikit lebih panas ketimbang kunjungan saya dulu dan sekarang memakai kipas (dalam rangka penghematan?). Tapi masih oke lah, toh nggak super panas & harganya murah.Saya mencoba :1. Cyrano.Milk Tea (IDR 20k, L)Saya request milk tea tanpa additional topping. Ternyata rasanya enak. Perpaduan teh dan susunya pas sehingga nggak meninggalkan after taste milky berlebih.Selain itu rasa manisnya juga pas meski saya nggak request less sugar. Tehnya pun wangi.2. Pao (IDR 27k)Dessertnya beneran lucu. Isiannya ada vanila ice cream , peanut crumble yang renyah, oreo, brownies coklat & saus karamel.Rasanya manis, namun porsinya pas buat 1 orang. Harganya worth it dibanding rasanya. Tampilannya beneran lucu...Overall, kalau kalian mau ke kafe cantik yang murah, beneran recommend ke kafe ini. Mereka bahkan punya paket makan murah seharga 50 ribuan aja buat berdua. Sayang kali ini nggak coba snack maupun main course karena udah makan di 4 tempat sebelumnya."
ice cream bentuk animals,"lucu lucu deh bentuk ice cream nya, rasanya juga gak kalah enak.tempatnya lumayan luas ya, meski dari luar terlihat kecil. udah gitu instagramable banget dg interior korean."
Lumayan lah,"Kesini dateng pas bukber menunya banyak pilihan enak jdnya bisa pilih2, pesen spagethi carbonara enak lah worth it harganya 33k blm pajak ya hehe sm teh java (es teh manis) 9k tempatnyA nyempil di deretan surya kencana pas dpn gereja bgt tp dalemnya lumayan lega enak si tempatnya tp ku di indoor panas bgt pdhl ada ac  dan ada kipas jg huhu"
Santai Di Surken,"Aku pergi kesini bareng teman. Tempatnya di depan gereja GSJA Bethlehem surken. Tempatnya ada 3 lantai, tapi untuk oprasional hanya 2 lantai. Kalian juga bisa pesan makanan di lantai 2, jadi ga perlu turun lagi untuk pesan makanan. Untuk peralatan makannya pun sudah ada dan kita ambil sendiri nanti. Menu:* Paket 4 (IDR 85k) [Original Bulgogy, Tteokbokki, Bibimbap]: untuk bulgogynya enak, dagingnya empuk dan rasanya pas, untuk porsinya pun pas untukku. Bibimbapnya, aku kurang suka, bumbunya kurang asin dan sedikit tawar, daging di dalamnya pun agak keras. Untuk tteokbokkinya, ini sedikit keasinan dan kurang manis seperti pada tteokbokki umumnya, tteokbokkinya juga kecil-kecil, kimchinya seperti sayur segar  dan kurang terasa asam. * Banana Oreo + Brown sugar (IDR 26,3K) : Rasa oreonya lebih strong dibanding pisangnya, rasa manis oreonya dominan dan menurutku ini enak, bobanya juga empuk dan manis. Ini enak banget. Aku rekomendasikan   * Noel (IDR 29k) : ini bentuknya lucu. Dalamnya ada kacang peanut crumble yang di tutupi krim, oreo, carmel sauce, corn flake dan es krim matcha. Bagi aku yang kurang suka matcha, ini kurang enak."
Super Affordable,"Cyrano Cafe merupakan salah satu kafe yang terletak di daerah Surya Kencana. Dari luar, kafe ini terlihat terkesan tidak begitu besar. Ternyata tempatnya cukup luas.Di lantai satu terdapat seating area indoor, cocok buat yang mau duduk santai sebentar seraya menikmati makanan ringan. Saya dan teman berencana makan berat dan duduk lama sehingga memilih di lantai dua.Di lantai dua ternyata cukup luas dengan seating area indoor dan outdoor. Jarak setiap meja bahkan tidak berdekatan dan di salah satu sudut terdapat meja khusus di mana tersedia semua peralatan makan serta hand sanitizer.Selain itu juga ada kasir di lantai dua sehingga kalau pelanggan mau nambah pesanan nggak perlu repot turun ke lantai dua. Saya sendiri duduk selama lebih dari 3 jam dan 2x nambah menu, keberadaan kasir di lantai 2 sangat membantu karena saya nggak perlu 2x naik turun tangga.Kalau boleh jujur, tempatna sangat nyaman. Pas saya juga datang weekdays di jam kerja sehingga hanya 2 meja yang terisi. Untuk menunya sendiri tersedia mulai dari minuman, light bites sampai main course dan dessert dengan harga yang affordable. Bahkan ada paket berdua yang murah, mulai dari 49 ribu bisa dapet 2 minum & 2 main course. Harganya cuma ada tax 10% tanpa service tax.Satu hal yang saya suka, pelayanan di resto ini sangat ramah, meskipun pas saya nambah menu pertama kali saya payment pakai diskon dari salH satu app. Saat pulang, waitress mengucapkan terima kasih. Padahal saya duduk lebih dari 3 jam, mungkin termasuk annoying. Saya sengaja men-highlight point ini sebagai bentuk apresiasi terhadap pelayanan di resto ini. Pelayan juga jujur. Pas nambah menu buat kali kedua, kata waitressnya harga 85.500. Jadi saya input payment via DANA, ternyata kelebihan 500. Waitress tetap mengembalikan 500 rupiahnya meski saya bilang nggak usah. Menu yang saya coba :1. PaMer 4 (IDR 85k)Untuk menu pamer 4 terdiri dari bulgogi, bibimbap, tteokboki dan ice green tea.a. BulgogiUntuk menu bulgogi bisa pesan spicy atau tidak spicy. Saya memilih yang non spicy.Ketika menu datang, saya mengira porsinya kecil. Surprisingly ternyata besar dan daging sapinya cukup banyak. Sapinya sendiri berbentuk lembaran yang tidak terlalu berlemak dan empuk.Rasa makanan ini cenderung manis gurih dan rasanya meresap hingga ke dalam nasi. Selain itu nasi yang digunakan juga cukup pulen serta terdapat potongan wortel yang agak manis dan empuk.b. BibimbapBerisi nasi pulen, jagung, saus gochujang, telur matang, kimchi dan daging. Cara makannya, bibimbap ini harus diaduk hingga merata, kalau bisa pas masih panas.Berhubung masih nunggu menu lain buat foto-foto, saya  ngaduk pas udah nggak terlalu panas. Ternyata rasanya masih cukup enak.Nasinya pulen dengan bumbu gochujang yang manis, sedikit asam dan gurih. Bumbunya memang tidak terlalu strong, namun menurut saya masih cukup ok.Sawi untuk kimchinya renyah dan jagungnya empuk. Menu ini cukup recommended buat yang suka sayur karena sayurnya cukup dominan meski ada sedikit daging yang gurih.c. TteokbokiSayangnya secara keseluruhan rasa tteokbokinya tidak begitu memuaskan ketimbang 2 menu sebelumnya.Tteokbokinya berukuran kecil dan kenyal, sedikit overcook menurut saya walau untuknya nggak sampai kelembekan banget.Odennya tidak amis, namun kurang terasa ikannya. Untuk rasa kimchinya juga agak hambar. Bumbunya kurang strong. Seharusnya kimchi merupakan perpaduan yang seimbang dari rasa asam, pedas dan gurih. Namun tidak dengan kimchi di sini. Tidak ada rasa asam pedas, rasanya cenderung sedikit asin.Bumbu tteokbokinya juga kurang strong menurut saya.  Seandainya rasanya lebih strong akan lebih enak.Namun ayam crispynya sendiri cukup terasa gurih dan renyah. Selain itu ayamnya juga sama sekali tidak berminyak.d. Ice Green TeaSepertinya standar ice tea di sini memang menggunakan gula cair sehingga terasa manis. Saya lupa request sehingga disajikan manis.Green teanya cukup wangi dan untuknya tehnya cukup strong sehingga meski agak manis namun nggak sampai oversweet banget.Tehnya cukup segar meski rasanya lumayan manis buat saya.2. Banana Milk Oreo + Boba (IDR 26.363)Ini menu pesanan teman saya dan saya icip sedikit. Dibandingkan rasa banana milknya, menurut saya oreonya lebih strong.Namun ada sedikit rasa banana dan manisnya masih oke.3. Banana Milk + Boba (IDR 21.817)Yang ini pesanan saya. Rasa banannya sangat strong dan dipadukan dengan susu. Dibanding Banana Milk Oreo punya temen yang saya coba, ini jauh lebih manis.Menurut saya, minuman ini cenderung oversweet. Kalau rasa manisnya dikurangi mungkin akan lebih oke. Bisa juga disajikan opsi level gula yang bisa dipilih customer.Namun untuk bobanya sendiri bertekstur kenyal, tidak terlalu lembek maupun terlalu alot. Tekstur bobanya pas buat saya.4. Java Tea (IDR 12k)Tehnya juga wangi dan sebenarnya cukup menyegarkan. Namun sayangnya disajikan manis meski saya request nggak manis, mungkin lupa(?).Entah kenapa, rasa teh ini juga cenderung oversweet buat saya. Kalau takaran gulanya sedikit dikurangi akan lebih oke. 5.  Noel (IDR 29k)Merupakan oreo dengan peanut crumble, saus caramel, dan topping berupa es krim green tea. Rasa es krim.green teanya enak, aroma green teanya wangi dan rasa greenteanya terasa. Ketimbang manis, rasa es krim.greenteanya cenderung pahit sehingga bisa menetralisir rasa.Toppingnya pun cukup banyak dan kalau kurang suka manis sebaiknya menikmati dessert ini langsung bersamaan dengan es krimnya.Kalau dicoba makan begitu aja, rasanya cenderung lebih manis.Overall restoran ini beneran murah banget. Saya makan sebanyak ini dan habis nggak sampai 200k. Porsinya juga besar dan sangat mengenyangkan."
